utterance,category
I want to check the delievry options,DELIVERY
filing complaint against ur company,FEEDBACK
wanma track my goddamn restitution how can i do it,REFUND
i dont knoow how i could check the damn status of the refund,REFUND
tell me more about updating my delivery address,SHIPPING_ADDRESS
"I am trying to find the fucking delivery methods , help me",DELIVERY
assistance canceling the last goddamn order i made,ORDER
I'd like to request a bloody compensation of my money,REFUND
how can I see the fucking early tdrmination penalties?,CANCELLATION_FEE
need help checking the bloody shipment methods,DELIVERY
i do not know ohw i can cancel order 732201349959,ORDER
can i check how soon can i expect the delivery,DELIVERY
uhave an address to submit my feedback about a service,FEEDBACK
help me to check how soon can i expect the delivery,DELIVERY
do ya have a way to leave a damn comment about ur services,FEEDBACK
I'd like to submit goddamn feedback  about a service help me,FEEDBACK
i dont know what i need to do to obtain a rebate,REFUND
i do not know what to do to see the bloody withdrawal fee,CANCELLATION_FEE
i awnt assistance sending my feedback for ur products,FEEDBACK
need assistance purchasing several bloody articles,ORDER
i cant correct purchase 370795561790,ORDER
how could i see ordee 00004587345 current status,ORDER
how do i see when my fucking delivery is gonna arrive,DELIVERY
could ya help me to list ur payment methods,PAYMENT
i dont know what i have to do to edit my fucking address,SHIPPING_ADDRESS
could ya help me submit  a different shipping address,SHIPPING_ADDRESS
how could i request rebates of my money,REFUND
help me making a damn reclamation against your business,FEEDBACK
where can i set up a new delivery address,SHIPPING_ADDRESS
i dont know how to file a damn custoer claim,FEEDBACK
i have problems with canceling an order i have made,ORDER
i paid $1200 for an article i haveto obtain a goddamn refund,REFUND
I am trying to obtain a compensayion of money,REFUND
show me the bloody termination charge,CANCELLATION_FEE
I am trying to switch some items of pucrhase 00004587345,ORDER
i try to enter the new shipping address,SHIPPING_ADDRESS
how do I check what shipping methods you offer?,DELIVERY
I can't see the ETA of roder 113542617735902,ORDER
want help editnig the goddamn delivery address,SHIPPING_ADDRESS
I want help to see when my packageis going to arrive,DELIVERY
can ya show me the damn termination fees,CANCELLATION_FEE
i need help submitting my feedback about a product,FEEDBACK
is it possible to see what payment methods are accepted?,PAYMENT
I need assistance cdanceling order 00123842,ORDER
I'm trying to see the bloody withdrawal charge,CANCELLATION_FEE
i want information about changing the shipping address,SHIPPING_ADDRESS
can ya help me make a consumer claim against ur company,FEEDBACK
updatingpurchase 113542617735902,ORDER
can i file a consumer claim against ur business,FEEDBACK
I cannot delete several articles from order 370795561790,ORDER
i have to acquire a few of ur product will ya help me,ORDER
need help entering a different delivery address,SHIPPING_ADDRESS
I want help to submit some feedback about your services,FEEDBACK
need help checking the shipment methyods,DELIVERY
i need assistance to see if there are any news on the rebate,REFUND
how can i inform of an issue with online payment,PAYMENT
can ushow me how long it takes for my areticle to arrive,DELIVERY
could uhelp me buyign some items,ORDER
wana submit my fucking feedback about a service i need help,FEEDBACK
I'd like to check ur fucking refund policy i need assistance,REFUND
what do I have to do to modify the bloody delivery address?,SHIPPING_ADDRESS
find information about changing my address,SHIPPING_ADDRESS
i cannot modify my bloody shipping address,SHIPPING_ADDRESS
I'm trying to enter my fucking secondary shipping address,SHIPPING_ADDRESS
would it be possuble to order several items?,ORDER
where can I cancel the last purchase I made?,ORDER
i dont know how i can make a bloody purchase,ORDER
were can i see the bloody withdrawal penalty,CANCELLATION_FEE
how can I receive fucking compensationa of my money?,REFUND
i have to check ur fucking allowed payment methods,PAYMENT
how could I see the fucking early termination penalties?,CANCELLATION_FEE
wanna know about modifying the damn shipping address,SHIPPING_ADDRESS
I want to check in which cases can I request reimbursements,REFUND
how do i submit the secondary delivery  address,SHIPPING_ADDRESS
i want assistance leaving feedback for a service,FEEDBACK
where could i see the goddamn early exiy penalties,CANCELLATION_FEE
assistance to leave an review about your products,FEEDBACK
help recdiving a compensation of money,REFUND
would it be posible to list your fucking payment methods?,PAYMENT
what do i have to do to see the early termination penalties,CANCELLATION_FEE
how could i earn a few of ur item,ORDER
I have got to see the early terination charges,CANCELLATION_FEE
i need help to track order 370795561790,ORDER
how do i inform of goddamn troubles with payment,PAYMENT
need to acquire some of ur product how could i do it,ORDER
help me to shop some of ur product,ORDER
i dont know how to receive rebates of money,REFUND
i have got to track my bloody refundhelp me,REFUND
i need help to report a problem with online payment,PAYMENT
how to swap several damn items of purchase 00004587345,ORDER
i want help deleting some products from order 00123842,ORDER
I want supports correcting the shipping address,SHIPPING_ADDRESS
wanna swap an item of order 370795561790 how can i do it,ORDER
I need assistance to see the allowed payment modalities,PAYMENT
I wamt help to set a delivery address up,SHIPPING_ADDRESS
wanthelp leaving a goddamn opinion about ur products,FEEDBACK
wanna set up another damn shipping  address,SHIPPING_ADDRESS
why isn't the new delivery address valid,SHIPPING_ADDRESS
I watn help to see what damn shipping methods are available,DELIVERY
where to cancel the order i have made,ORDER
wanna edit the address,SHIPPING_ADDRESS
the delivery address is not valid what can i do,SHIPPING_ADDRESS
i dont know what i have to do to buy several articles,ORDER
can ya help me check the bloody early exit hcarges,CANCELLATION_FEE
where do I check the methods for shipping?,DELIVERY
i have to seee when will my article arrive,DELIVERY
where could I order several items ?,ORDER
i cant pay could i notify of a payment problem,PAYMENT
I'd like to check what bloody options for delivery i have,DELIVERY
i try to make a customer reclamation against ur organization,FEEDBACK
help to get fucking compensations of money,REFUND
I want help trying to update the delivery address,SHIPPING_ADDRESS
can uhelp me listing ur bloody allowed payment mnethods,PAYMENT
is there a e-mail to submit a goddamn comment for a product,FEEDBACK
how to check the ETA of purchase 732201349959,ORDER
help me purchasing some damn articles,ORDER
i do not know how i could order a few of ur item,ORDER
can you help me seeing your refund policy?,REFUND
where do i see the damn payent methods,PAYMENT
i want assistance to submit feedback about ur services,FEEDBACK
help me see what damn shipment methods i can choose,DELIVERY
i want assistance to see how soon can i expect the shipment,DELIVERY
i have to check when will my item arrive will uhelp me,DELIVERY
want help seeing thefucking ETA of the purchase 00123842,ORDER
problem with changing several items of purchase 00123842,ORDER
want help to buy a few of your item,ORDER
i have entered a wrong goddamn address I'd like to update it,SHIPPING_ADDRESS
want help to see in which cases can I ask for refunds,REFUND
need to see in which situations can i request to be refuned,REFUND
need help  to receive a refund of money,REFUND
can you show me the termination fees?,CANCELLATION_FEE
could I make a customer claim against your company?,FEEDBACK
i cannot check the fucking current status of the rebate,REFUND
wanna see ur damn refund policy how can i do it,REFUND
wanna check what shipment optons i can choose help me,DELIVERY
problem with cancelping purchase 00004587345,ORDER
i need help with cancelling orders,ORDER
assistance to check the bloody ETA of order 732201349959,ORDER
can i see what damn shipping methods i have,DELIVERY
can you help me purchase several products?,ORDER
where could i se the early exit charge,CANCELLATION_FEE
want help to see how soon can i expect the bloody shipmebt,DELIVERY
how do i remove osme products from order 732201349959,ORDER
need to get a goddamn refund of my money,REFUND
can ya help me checking in which cases can i request refunds,REFUND
wanna write a review for a service how to do it,FEEDBACK
need to see the fucking accepted payment methods,PAYMENT
can uhelp me  see how soon can i expect my fucking product,DELIVERY
I want to see the shipment methods,DELIVERY
need help to check the damn early exit fees,CANCELLATION_FEE
I don't know what to do to see my damn erfund current status,REFUND
want assistance to edit purchase 732201349959,ORDER
i have to see ur money back guarante i need help,REFUND
